album_id,title,release_date,album_type
ALB459932,Il mio lato peggiore,2025-05-16,album
ALB614314,TU CON CHI FAI L'AMORE,2025-02-12,single
ALB390698,Sorry Mamy,2019-10-21,single
ALB531682,Dentro e fuori,2015-06-02,album
ALB359624,Malammore,2016-07-15,album
ALB169342,Gata Only,2024-02-02,single
ALB574376,Faccio un casino (TJ Unicorno Remix),2017-12-27,single
ALB403000,M' Manc (con Geolier & Sfera Ebbasta),2020-06-11,single
ALB448051,Non Ci Sto,2019-08-29,single
ALB291784,"KRIMINAL (feat. Guè, Gemitaiz & Samurai Jay)",2020-04-09,single
ALB373991,"La Mia Parola (feat. Guè, Joshua, Tormento)",2025-02-12,single
ALB362603,"Hope (feat. Izi, Joshua)",2024-10-03,single
ALB431556,Cuore,2022-06-23,single
ALB378312,"Spirito Libero (feat. Guè, Joshua, Tormento)",2025-05-07,single
ALB327656,Thori & Rocce,2011-01-01,album
ALB188709,Immobile,2010-01-01,single
ALB291734,Swan Songs (Collector’s Edition),2011-01-01,album
ALB282458,Pimper's Paradise (feat. Tommy Dali),2020-04-14,single
ALB679397,TAXI DRIVER,2021-11-30,album
ALB755745,The Second Feeling,2008-01-01,album
ALB927157,Mate y Espíritu,2016-01-22,album
ALB831668,Apogeo,2016-01-12,compilation
ALB925966,Llena Mi Vida,2019-01-18,single
ALB689671,RAP ITALIANO 2010-2020 HITS Vol.1,2022-10-11,compilation
ALB544175,Golpes de Realidad,2021-09-17,album
ALB378902,MM Vol. 2,2016-11-11,album
ALB274889,Back Home,2018-02-02,album
ALB437444,Doppelganger,2015-09-11,album
ALB731549,MM Vol. 4,2021-11-12,album
ALB345748,MM Vol. 3,2019-02-01,album
ALB923034,Into the Blues,2007-04-13,album
ALB583080,Saviour Machine,2004-01-01,album
ALB480668,Soldi in Nero (feat. Sfera Ebbasta),2019-11-28,single
ALB689926,Kepler,2014-05-27,album
ALB327273,Hangman,2018-02-28,single
ALB593702,Into the Enchanted Chamber,2005-01-01,album
ALB331031,For Honor,2017-02-28,single
ALB879839,Greatest Hits,1998-01-01,compilation
ALB277954,LONEWOLF,2024-05-30,album
ALB108265,SCUSATE IL RITARDO,2024-09-11,album
ALB526550,Good Vibes,2019-10-18,album
ALB816124,It's A Beautiful Thing,1999-01-07,album
ALB479150,The Madman's Return,1992-01-01,album
ALB997576,Malammore,2016-07-15,album
ALB680098,Depresso fortunato,2025-05-23,single
ALB609362,POLAROID,2023-01-13,single
ALB149086,"Rap Game, Vol. 2 (The Takeover) [Frank White Presents the Streets Headbangerz]",2014-01-01,compilation
ALB793119,Genesis,2017-08-02,album
ALB153852,Scatola Nera,2019-09-19,album
ALB245399,EAULDIE,2023-05-20,single
ALB119108,Babywoman,1995-03-21,album
ALB271909,Tales of a Madman,2019-08-23,album
ALB212951,Happy (Instrumental Version),2022-06-17,album
ALB901929,PENKILLER,2025-05-23,album
ALB718048,Scusate per il sangue,2014-09-04,album
ALB464605,RANCH,2025-05-09,album
ALB713614,Lovesick,2022-12-02,album
ALB221861,Kamikaze,2018-08-31,album
ALB740922,Madman,2022-10-21,single
ALB685350,Ironman,1996-01-01,album
ALB747132,Centrum,2013-06-05,album
ALB100356,10,2023-06-29,album
ALB601897,"Tales from the Dale, Ch. 1",2019-02-11,album
ALB474994,"The Legalizers: Legalize or Die, Vol. 1",2016-04-15,album
ALB254717,Paninaro 2.0,2018-09-21,album
ALB120669,"Madman With 2 Chopps, Pt. 2",2015-10-04,album
ALB435533,Madreperla,2023-01-13,album
ALB407079,LAVA FREESTYLE,2022-06-09,single
ALB906101,Plus de temps à perdre,2025-05-16,album
ALB113988,The Top Gun: Lex Lakaiser,2022-11-11,album
ALB298815,"The Unforgiven, Vol. 1",1999-01-01,album
ALB898619,Habemus Capa,2006-01-01,album
ALB875508,I Nomi del Diavolo,2024-03-01,album
ALB875067,Bob Dylan's Greenwich Village,2011-06-06,compilation
ALB310782,TUTTA VITA,2024-10-25,album
ALB945319,INSANO,2024-01-12,album
ALB690327,Equality (Instrumental Mix),2014-11-24,single
ALB553351,Nonostante Tutto (feat. Elisa),2025-04-10,single
ALB635126,Madman 2,2025-05-25,album
ALB788693,Northside Melodies,2024-05-31,album
ALB102867,Doubelievengod,1995-01-01,album
ALB381106,Scenario (Remixes),1991-09-22,album
ALB476536,La Volta Giusta – Red Bull Posse,2025-04-18,single
ALB809831,Top,2013-01-01,album
ALB412673,SANTANA MONEY GANG,2025-04-10,album
ALB448348,a me mi piace (feat. Manu Chao),2025-05-09,single
ALB134882,Possibili Scenari,2017-11-24,album
ALB257979,Il Coraggio Impossibile,2013-03-05,album
ALB674870,Dragonborn,2018-11-16,album
ALB660151,MI PIACE,2024-09-27,album
ALB236571,Bataklık,2020-04-14,album
ALB804104,Footprints,2021-07-09,single
ALB488007,Containers,2024-10-10,album
ALB893964,Luga Pandemic,2023-01-01,single
ALB533487,The Black Lodge,2015-06-30,album
ALB587000,"Machete Mixtape, Vol. 3",2014-09-23,compilation
ALB531134,VERA BADDIE,2024-06-27,album
ALB700747,Upalite za mnom sveće MAC 2023,2023-02-01,single
ALB887958,La Bella e la Bestia (Unplugged Version),2015-07-08,single
ALB899049,Ragazzi madre,2016-11-11,album
ALB831884,Ragazzi madre (1 Year Anniversary),2017-12-15,album
ALB633145,1969 - Achille Idol Rebirth,2020-09-25,album
ALB966477,Pour l'amour,2018-06-22,album
ALB792077,Dio c'è (Deluxe Version),2015-05-26,album
ALB759683,Achille Idol Immortale,2014-12-17,album
ALB300130,Incoscienti Giovani,2025-02-12,single
ALB789107,Comuni Mortali,2025-04-18,album
ALB774561,1990,2020-07-24,album
ALB858696,1920 - Achille Lauro & The Untouchable Band,2020-12-04,album
ALB252324,Amore Disperato,2024-09-20,single
ALB475626,1990 (Deluxe Version),2020-07-24,album
ALB217489,LAURO (Deluxe Version),2021-04-16,album
ALB213704,Young Crazy,2015-04-28,single
ALB792496,LAURO,2021-04-16,album
ALB475654,Canzoni per la decrescita felice,2025-03-14,album
ALB309272,Fragole,2023-05-12,single
ALB554755,Banda Kawasaki,2024-06-28,single
ALB895887,SOLO NOI,2021-02-19,single
ALB784370,LA BELLAVITA,2025-03-28,album
ALB425660,STRIPPER,2022-03-04,single
ALB394964,I Nomi del Diavolo,2024-03-01,album
ALB540734,DOMENICA,2022-02-02,single
ALB178664,Genesi,2013-01-01,compilation
ALB828829,Ultimo Piano,2024-06-07,single
ALB467232,Nuovi Incubi,2021-09-21,album
ALB844572,SANTANA MONEY GANG,2025-04-10,album
ALB898676,Top,2013-01-01,album
ALB597412,LAURO - Achille Idol Superstar,2022-02-11,album
ALB818803,Tarantelle,2019-05-03,album
ALB285651,Stupidi Ragazzi,2023-11-03,single
ALB627253,FERITE,2024-05-03,album
ALB464609,Ice Climbers,2020-09-30,album
ALB914290,Che Sarà,2022-11-25,single
ALB593546,LOCKED IN,2024-09-26,album
ALB738301,FEBBRE DELL'ORO (feat. Ele A),2025-03-19,single
ALB711788,Bianco Natale,2014-01-13,single
ALB811787,Ascensore per l'inferno (feat. Coez) [Radio Edit],2017-01-27,single
ALB130338,"Banda Kawasaki Rmx (feat. Zatla, Ryuk zc, Fandy, Commando, Yambo)",2024-06-26,single
ALB283011,apnea da un po'.,2025-04-24,single
ALB630620,Dasein Sollen,2016-10-13,album
ALB984560,Io In Terra,2017-09-08,album
ALB986560,Ossigeno - EP,2018-07-13,single
ALB393813,decrescendo.,2025-05-22,album
ALB594019,Dove Gli Occhi Non Arrivano,2019-03-22,album
ALB300066,TAXI DRIVER,2021-11-30,album
ALB469677,Rossetto (Intro),2017-03-16,single
ALB524321,Liam Gallagher,2017-11-30,single
ALB941653,Non Ho Mai Avuto La Mia Età,2018-10-04,single
ALB279010,Il Tempo Vola 2002-2020,2019-10-24,compilation
ALB203558,Aeroplanini di Carta,2016-07-14,single
ALB122249,"Red Bull 64 Bars, The Album",2021-05-27,compilation
ALB815899,il ritmo delle cose.,2025-02-12,single
ALB821791,La tana del granchio,2025-02-12,single
ALB900738,"odio, quindi sono.",2024-12-05,single
ALB560433,thisisme then: the best of common,2007-11-27,compilation
ALB201288,FAME,2025-01-31,album
ALB919051,SENTIMENTI,2025-06-06,album
ALB822456,Orange County California,2017-01-13,album
ALB783794,TAXI DRIVER (MTV Unplugged),2021-09-23,album
ALB667116,Botox,2022-10-04,album
ALB923980,Come non detto (feat. Ghemon),2012-07-20,single
ALB939715,Sole a catinelle - EP,2013-10-31,single
ALB387848,Il mio lato peggiore,2025-05-16,album
ALB664662,20 Exitos Originales,2007-03-13,compilation
ALB836353,Lo Spirito Che Suona,2018-10-26,album
ALB946942,Buona Pace,2010-05-25,album
ALB257182,Heavy Metal,2004-01-01,album
ALB709013,Nuovo Nuovo,2007-02-26,album
ALB464615,Fuoco Sacro,2024-03-15,album
ALB172135,Sotto assedio,1999-05-21,album
ALB968508,Pallottole Sull’Amore (feat. Fabri Fibra),2024-03-01,single
ALB842151,Rock' N' Roll,2002-01-01,album
ALB849199,Meme K Ultra,2022-03-25,album
ALB877590,Il tappeto dava un tono all'ambiente,2006-07-15,album
ALB481290,DJ Fede Presenta Tutti Dentro... Di Nuovo,2013-05-28,album
ALB262202,Fin da bambino,2012-07-03,album
ALB325453,Fuoco Sacro (feat. Colle Der Fomento),2024-01-01,single
ALB307363,B.B.C. Project,2011-03-28,single
ALB208069,Naturale,2004-01-01,album
ALB200816,BRAVA GENTE,2023-06-02,album
ALB107716,Parkour (Lato A),2021-10-15,album
ALB531261,Resta Vivo,2022-05-27,single
ALB851442,Touché,2023-11-07,single
ALB443954,Edgar Allan Flow,2024-06-02,album
ALB208503,DJ Screw and Screwed Up Click Presents: Screwed For Life,1998-01-01,album
ALB315970,La miglior vendetta,2018-11-23,single
ALB683636,OUTSIDER,2023-10-10,album
ALB688374,GIOVANE RONDO,2020-10-16,album
ALB534093,Segunda Temporada,2021-06-04,album
ALB787306,From Dark to Light,2020-11-01,album
ALB350999,CRIMI,2022-05-17,album
ALB202415,WE THE SQUAD Vol. 1 (SUMMER EDITION),2022-07-22,album
ALB462012,Bipopular,2018-04-27,album
ALB146321,Ain't No Half-Steppin',2018-05-12,album
ALB490924,Italiano,2022-05-05,single
ALB481999,ESCI DAL TUNNEL,2024-10-18,album
ALB125011,PACIETĪBAS MĒRLENTE VOL. 2 : MEŠKO KAPRIČO,2018-11-11,album
ALB407692,PrettyBoy - EP,2017-06-05,single
ALB602095,Young Siddhartha,2017-05-18,single
ALB423172,A Time 2 Kill,2012-04-06,album
ALB104583,Persona,2019-10-31,album
ALB742089,La légende de Johnny Niuuum,2012-03-16,album
ALB790640,1998,2023-11-24,album
ALB897060,NO FAKE LOVE,2025-03-15,single
ALB448346,YANG,2020-10-16,album
ALB123575,DELINQUENTE,2021-08-27,album
ALB277242,Untouchable,2021-11-26,album
ALB841284,May 24th,2019-01-03,single
ALB592475,Casus Belli,2013-02-05,album
ALB979051,Supercar Gattiger (Main Theme),2017-10-04,single
ALB619602,ALBV,2023-03-24,single
ALB447239,Cookie Monsta,2017-05-18,single
ALB736509,YIN,2019-10-04,single
ALB331527,?,2018-03-16,album
ALB979676,SANTANA MONEY GANG,2025-04-10,album
ALB346116,Rozzi,2019-09-11,single
ALB961139,WE DON'T TRUST YOU,2024-03-22,album
ALB218312,Genesis EP,2016-03-04,single
ALB343645,American Gangster,2007-11-06,album
ALB548792,Me & My Brother,2003-09-16,album
ALB248255,The Next Rap God 2,2021-11-24,single
ALB667179,Sete,2025-04-29,single
ALB176814,From Here On Out,2020-12-18,album
ALB730400,FEDE,2023-04-28,album
ALB804926,60 Hz,2004-01-07,album
ALB977798,Centerfold Sickness,2025-02-18,album
ALB128759,Ma 6-t va crack-er (Bande originale du film),1997-01-01,compilation
ALB146765,<3,2022-12-11,single
ALB551511,"Nothing But... Fuego for the Terrace, Vol. 24",2024-09-27,compilation
ALB430243,Eu Nem Gosto Tanto Assim de Trap,2020-06-25,album
ALB501990,Giovani Wannabe,2022-05-27,single
ALB646997,Money Maker Reloaded,2012-12-21,album
ALB498537,93 'til Infinity,1993-02-13,album
ALB461788,Desierto,2021-04-23,album
ALB593383,Late Night,2021-12-12,single
ALB858106,KINTSUGI,2024-05-10,album
ALB311669,È (BANGER),2024-04-19,single
ALB403583,Omnipotenz in D-Moll,2008-01-31,album
ALB298771,X2VR,2023-11-17,album
ALB839304,V per Ventidue,2025-05-09,album
ALB549348,radio vega,2025-03-14,album
ALB953868,Aeternum,2025-02-07,album
ALB895851,La Differenza,2019-11-15,album
ALB988908,Act 1,2020-07-07,album
ALB553467,Mozart: Don Giovanni,1997-01-01,album
ALB646924,Revolution,2025-02-04,single
ALB606095,Puccini: Gianni Schicchi,2015-03-18,album
ALB147434,S.U.N.S.H.I.N.E.,2015-07-16,single
ALB599065,Musica per bambini,2018-06-01,album
ALB694962,XENOVERSO,2022-04-14,album
ALB286064,Silenzio,2013-05-07,album
ALB639293,La morte di rinquore (14/2/08),2016-07-15,single
ALB683647,Non esistono,2014-03-18,single
ALB347688,Luce (Tramonti A Nord Est) (feat. La rappresentante di lista),2020-02-05,single
ALB442609,Seguime / Remind 2006,2016-06-10,album
ALB634275,Elettrico,2011-04-15,album
ALB395740,Tengo il respiro,2015-01-01,single
ALB262335,Acustico,2010-01-01,album
ALB827264,Never Die,2023-12-15,album
ALB568457,Razza Aliena,2020-05-24,single
ALB238879,Il Cuore e la Fame (DIECI - Ten Year Anniversary),2023-10-27,album
ALB905994,Dei nuovi animali,2011-10-24,album
ALB116732,PEZZO DI FIGA,2020-06-10,single
ALB622003,Niente di buono,2020-08-05,single
ALB714800,La Divina Commedia,2023-06-02,album
ALB802411,California Roll,2018-11-30,single
ALB237054,Non Siamo Più Quelli Di Mi Fist,2014-01-01,album
ALB264054,Il Cielo Della Vergine,1994-12-01,album
ALB416056,Comuni Mortali,2025-04-18,album
ALB308494,Dead poets,2016-12-20,album
ALB378824,PENKILLER,2025-05-23,album
ALB583928,Sinatra,2018-11-29,album
ALB882193,Yolandi,2022-05-20,single
ALB282909,Chocolate Starfish And The Hot Dog Flavored Water,2000-10-17,album
ALB978667,Hera,2021-11-25,single
ALB801949,DIO LO SA,2024-06-07,album
ALB226523,Made In Italy,2004-01-01,album
ALB875928,MY LANE,2024-03-01,album
ALB494662,Just Joshin,2023-01-01,single
ALB111199,Bollicine (Remastered),1983-01-01,album
ALB631040,Hocus pocus,2010-01-17,album
ALB852390,Crack Musica,2016-03-10,album
ALB471379,The Dark Album,2016-10-31,album
ALB647920,Twins,2017-06-23,album
ALB353672,Trap Lovers,2019-03-01,album
ALB574026,Sick Side,2018-01-05,album
ALB560498,DARK BOYS CLUB,2020-09-04,album
ALB262191,Succo Di Zenzero,2016-05-19,album
ALB957340,Hyper Sanremo,2025-02-04,single
ALB198196,La Mia Vita Rap,2018-12-25,album
ALB219122,Trap Lovers (Reloaded),2019-05-24,album
ALB578692,Black Mask,2017-12-11,single
ALB825779,Fiumi,2017-12-30,album
ALB658978,Supereroi,2017-02-17,album
ALB223295,La trap come il PIL,2022-01-07,single
ALB858265,Dio perdona io no,2019-10-25,album
ALB921367,"Dobrá Duše, Srdce ze Zlata",2019-12-06,album
ALB666017,TARANTINO (Personal 64 Bars),2025-02-07,single
ALB113930,SurreAle,2021-08-27,album
ALB584303,THE NOIR SIDE,2025-05-31,album
ALB384607,Scienza Doppia H,1998-01-01,album
ALB311806,Anima E Ghiaccio,2012-02-01,album
ALB699010,Adversus,2018-11-16,album
ALB879424,Odio Pieno,1997-01-01,album
ALB809093,Incompatibile (Hip Hop selection),2002-01-01,compilation
ALB679725,Dead poets,2016-12-20,album
ALB306382,Bentornati nel paese dei mostri,2003-01-01,album
ALB901910,"Solo lei ha quel che voglio 2021 (feat. Tiziano Ferro, Guè & Marracash)",2021-05-27,single
ALB634412,Originali,2021-06-03,album
ALB550050,Sotto effetto stono,1997-03-10,album
ALB242514,La mia coccinella,1994-11-13,single
ALB488545,Sotto lo stesso effetto,1999-01-21,album
ALB815057,Playlist: Sottotono,2016-11-25,compilation
ALB325164,...In teoria,2001-03-02,album
ALB423463,fuorilegge,2025-02-12,single
ALB922452,WE 2FLY,2024-08-02,single
ALB573556,Eclissi,2022-05-12,album
ALB165844,Pensando a te Rap Italiano Game Over,2022-02-11,compilation
ALB576622,Balorda nostalgia,2025-02-12,single
ALB177501,CUORICINI,2025-02-12,single
ALB953252,Il mio lato peggiore,2025-05-16,album
ALB853754,LOCURA (Jam),2025-06-04,album
ALB174591,Ciao Ciao,2022-02-02,single
ALB494151,Sindrome di Tôret,2017-10-06,album
ALB549635,La Cura,2021-12-03,album
ALB995656,Goleador (Gold Edition),2019-07-19,album
ALB392857,"The Illest, Vol. 3",2023-01-27,album
ALB759762,SFIGA,2022-06-17,single
ALB930955,Diamanti e fango,2019-11-15,album
ALB335900,Io Grido,2011-05-03,album
ALB171372,Segnali di fumo,2017-05-03,album
ALB980743,Elder's Advice,2024-11-13,single
ALB718358,Perché Si,1999-12-20,album
ALB302396,MUSICA ETERNA,2024-11-29,album
ALB480737,ABC,2021-12-16,single
ALB284574,Piccolo principe,2024-01-26,album
ALB890500,PRIMA FILA,2022-10-14,album
ALB678774,Jenny e la bambola,1974-07-27,album
ALB242246,XDVR Reloaded,2015-11-23,album
ALB468164,Don't Worry (Best of 2005-2020),2020-12-10,compilation
ALB362909,Ajo,2023-07-25,single
ALB985392,SANTANA MONEY GANG,2025-04-10,album
ALB762143,Luna Lovers,2023-10-06,album
ALB820399,Vicarium,2023-04-14,album
ALB353748,FERITE,2024-05-03,album
ALB111094,DAJE ANDRE!!!,2024-12-12,single
ALB408923,VERA BADDIE,2024-06-27,album
ALB507314,Anna Pepe,2022-05-27,single
ALB407078,Northside Melodies,2024-05-31,album
ALB184543,The Muppet Cypher,2023-02-12,single
ALB423205,Lovesexy,1988-05-10,album
ALB462519,HO LA HIT (feat. Massimo Pericolo),2022-04-07,single
ALB607928,Birds In The Trap Sing McKnight,2016-09-16,album
ALB675994,sneakz,2024-10-30,single
ALB939744,Ho Visto Anche Degli Zingari Felici,2007-03-14,album
ALB517470,BALAKLUB - what up,2021-11-18,single
ALB880044,LISTA 47,2022-06-16,album
ALB107747,Mafia Slime 2,2025-01-17,album
ALB833270,Tip Tap,2024-11-29,single
ALB990828,Trap Fatta Bene,2024-04-19,album
ALB443998,Gesù Bambino,2022-10-07,album
ALB332371,DEMON THALES,2024-02-29,album
ALB804246,Terrorista,2020-08-03,single
ALB218898,KG,2025-05-29,album
ALB822860,Per non Morire Mai,2020-03-31,single
ALB569476,BIGTEAM BIGDREAM,2025-05-04,single
ALB539851,Capra Records Toaster and Dj's Vol. 1,2023-01-25,compilation
ALB880285,Genkidama,2017-07-25,album
ALB150178,Triste,2019-05-17,album
ALB615551,Ubriaco (per davvero),2020-08-06,single
ALB279606,Me ne batto r'belin,2020-07-09,single
ALB825898,Paninaro 2.0,2018-09-21,album
ALB560706,Ragazzi popolari,2020-07-23,single
ALB561592,Nella Pancia Della Balena (con The Kolors),2020-05-29,single
ALB634486,Canzoni Popolari,2021-02-12,single
ALB860312,Zanzare (feat. Jacopo Et),2020-08-20,single
ALB487661,Légende Ed. Diamond,2022-11-25,album
ALB696420,SANTANA MONEY GANG,2025-04-10,album
ALB744805,FERITE,2024-05-03,album
ALB309568,SPIETATO,2023-05-26,single
ALB806131,"COUNCIL ESTATE, VOL. 2",2023-07-07,single
ALB194499,Il mio lato peggiore,2025-05-16,album
ALB127232,Pezzi,2017-12-08,album
ALB845005,LA CARA DEL MOVIMIENTO,2025-04-04,album
ALB370979,Tutti Manifesti,2019-07-12,album
ALB491856,Il giorno dopo (Gli Indimenticabili),1973-01-01,album
ALB963726,FOMO,2025-06-13,album
ALB981472,Scusate,2020-04-30,album
ALB984863,Fruit Joint,2018-07-20,album
ALB537625,Scusate se esistiamo,2020-05-29,album
ALB985747,The Waiter,2017-05-19,album
ALB771095,Teoria Del Contrario Mixtape Vol. 3,2025-01-31,album
ALB527032,Fruit Joint + Gusto,2019-01-18,album
ALB501300,GTA VI (feat. Mattak & Madman) – Prod. Kanesh,2025-01-17,single
ALB872014,ANNO ZERO,2021-07-02,single
ALB645233,Latte Freestyle,2017-07-14,single
ALB804106,Teoria Del Contrario,2016-10-15,album
ALB297838,Teoria Del Contrario Mixtape Vol. 2,2023-03-17,album
ALB252626,Ultimo piano,2023-12-15,album
ALB947059,MACHETE MIXTAPE 4,2019-07-05,album
ALB976452,LUNA NERA,2021-09-24,single
ALB447037,FACCE VERE (feat. nayt),2022-03-15,single
ALB263393,FAIV,2022-06-03,album
ALB122865,X2VR,2023-11-17,album
ALB861306,Fantino Freestyle,2017-04-06,single
ALB261790,Bluetooth Freestyle,2017-04-06,single
ALB600796,SANDRO TONALI,2022-04-29,single
ALB804352,Ultimo Piano B,2024-07-12,album
ALB155638,00,2024-04-03,single
ALB370362,Playlist,2018-11-09,album
ALB776897,Hellvisback,2016-02-05,album
ALB941329,Playlist Live,2019-12-06,album
ALB764244,Hellvisback Platinum,2016-11-25,album
ALB747504,Pippat,2022-05-31,single
ALB873589,Midnite (Deluxe Version),2013-04-02,album
ALB217602,The Island Chainsaw Massacre,2011-02-01,album
ALB538232,FLOP,2021-10-01,album
ALB479000,MACHETE MIXTAPE 4,2019-07-05,album
ALB305012,CVLT,2023-11-03,album
ALB609803,Estate dimmerda,2017-07-21,single
ALB559664,"Machete Mixtape, Vol. 3",2014-09-23,compilation
ALB627907,Machete Mixtape Gold Edition,2015-10-30,compilation
ALB920399,23 6451,2019-11-15,album
ALB884628,RANCH,2025-05-09,album
ALB773753,Fenomeno,2017-04-07,album
ALB617563,Death USB,2012-06-30,album
ALB380497,CVLT - HELLRAISERS,2024-05-17,album
ALB470222,BLOCCO 181 – ORIGINAL SOUNDTRACK,2022-05-27,album
ALB281428,S.A.L.M.O. Documentary,2014-06-17,album
ALB166665,64 BARRE DA CENSURA (Red Bull 64 Bars),2024-05-10,single
ALB551061,Rap Italiano Game Over Spring 2024,2024-11-03,compilation
ALB194006,Salmos 999,2024-01-01,single
ALB939451,I've Tried Everything But Therapy (Part 2),2025-01-24,album
ALB155834,In Un Solo Attimo,2018-02-01,album
ALB908358,A TE E FAMIGLIA,2023-12-29,single
ALB851093,Earth Hotel,2014-10-17,album
ALB421154,Daniel 2.21,2023-07-24,single
ALB160809,VAMONOS!!!,2023-11-30,single
ALB225513,Salmo Unplugged,2023-05-29,album
ALB500323,I Nomi del Diavolo,2024-03-01,album
ALB626830,Converse Com Deus,2018-06-06,album
ALB853343,Stay Real (Veramente Però),2022-12-23,single
ALB468725,GarbAge Evilution,2021-02-12,album
ALB336357,Mare Nero,2017-06-06,album
ALB448101,Live Herald,2007-01-01,album
ALB926644,Lehár: Die lustige Witwe,1994-01-01,album
ALB121109,Background,2002-01-01,album
ALB858577,FLUSSI D'INCOSCIENZA,2020-08-21,album
ALB348672,X.O. Experience,2001-05-25,album
ALB322306,BLO II,2020-11-27,album
ALB302071,Parrandero,2013-09-18,album
ALB364742,Snake Tongue,2024-07-25,single
ALB692180,Free Blank Shots,2010-02-07,album
ALB650634,i am the one here,2024-09-20,single
ALB803644,The Island Chainsaw Massacre (The Ultimate Reloaded),2014-01-01,album
ALB759017,PENSIERI SCOMODI (feat. Tony Boy),2025-05-23,single
ALB281899,Janvier,2021-05-05,single
ALB415944,La Evolucion Musical,2010-11-16,album
ALB331248,Maria Antonietta / Torno Domani,2017-03-21,single
ALB571359,Brava,2019-04-19,album
ALB604996,Amica Pusher,2017-06-06,single
ALB383038,Torno Domani - EP,2017-11-03,single
ALB113397,Rendez-vous,2020-03-05,single
ALB341653,Lama d'argento,2022-06-23,single
ALB468466,Fata Morgana (RMX),2020-04-22,single
ALB144567,Tutto bene,2023-06-01,single
ALB182685,Spezza cuori,2025-01-03,single
ALB343958,The Smash Records Story Vol 2,2000-01-01,compilation
ALB318322,Maria Antonietta (Re-Edit),2018-03-21,single
ALB459571,Acqua su marte,2019-03-29,single
ALB545112,Dentro e fuori,2015-06-02,album
ALB222183,Nella fossa,2014-04-03,single
ALB317497,Fredda,2017-07-14,single
ALB366591,Per quel che ne so,2019-11-22,single
ALB672692,Il mio diario (Giorno),2006-01-01,album
ALB866752,2 Gocce di vodka,2019-07-26,single
ALB444172,Alibi,2007-06-29,album
ALB975976,Il mio diario (Notte),2006-01-01,album
ALB296062,Hip Hop Motel,2006-01-01,compilation
ALB995520,Non è finita qui,2021-02-26,single
ALB328836,Corri,2022-02-25,single
ALB553793,Alibi+bonus track,2007-06-29,album
ALB387448,LOCURA,2024-11-26,album
ALB955497,Vieni qua,2025-04-18,single
ALB382983,"Estate 2019 (Raccolta canzoni estive, canzoni da spiaggia, musica del momento giugno luglio agosto)",2019-06-07,album
ALB185917,E' complicato,2021-01-26,single
ALB988113,PRIMA DEL PRIMA,2025-02-07,album
ALB880510,Rolling Papers (feat. Tormento),2025-04-04,single
ALB656206,The Flowering of Love - Beautiful Arias and Sacred Songs of the Baroque,2000-01-01,compilation
ALB583405,Torcida,2024-05-10,single
ALB844233,Misantropo a senso unico,2000-10-13,album
ALB477826,Qui è selvaggio,2011-01-01,album
ALB652338,Psicotropa,2021-03-05,single
ALB791377,Sotto effetto stono,1997-03-10,album
ALB332735,C U ☉ R E,2024-11-27,album
ALB101277,Tormentoni,2013-07-08,compilation
ALB533400,Il mio lato peggiore,2025-05-16,album
ALB131445,Disco X,2023-06-09,album
ALB768964,B-Lady,2009-11-20,album
ALB838093,Karmadillo (feat. Caneda & Tormento),2017-06-23,single
ALB710122,Alieno,2024-12-06,single
ALB552733,Predators,2020-05-22,single
ALB937921,Suicidol,2015-05-26,album
ALB610821,Danger,2013-07-16,album
ALB796903,GarbAge,2020-03-06,album
ALB555047,No Comment,2018-01-12,album
ALB535438,Suicidol Post Mortem,2016-06-03,album
ALB487036,GarbAge Evilution,2021-02-12,album
ALB375493,BV3,2020-10-02,album
ALB617769,Lucifero (prod. Yazee),2018-10-24,single
ALB968558,OUTSIDER,2023-10-10,album
ALB909358,MACHETE MIXTAPE 4,2019-07-05,album
ALB346610,Rotten 2,2024-12-06,single
ALB468290,Magic boulevard,2019-12-12,album
ALB601260,Per un paio di dollari,2024-10-25,single
ALB754134,Scappa,2025-04-11,single
ALB404107,Machete Mixtape Gold Edition,2015-10-30,compilation
ALB803459,2.7.0,2020-09-03,album
ALB686917,LA BELLAVITA,2025-03-28,album
ALB758768,Accepted Eclectic,2001-03-06,album
ALB563823,LOVE,2018-09-21,album
ALB921734,Milano Angels,2024-09-06,album
ALB374681,Auto Blu,2020-03-26,single
ALB619366,Mon Fre (feat. Emis Killa),2019-07-19,single
ALB541942,Soldi in Nero (feat. Sfera Ebbasta),2019-11-28,single
ALB156181,Bossoli,2019-09-05,single
ALB318392,Routine EP,2020-01-31,album
ALB197141,Angels & Demons,2024-12-19,single
ALB589617,Syrup,2023-09-14,single
ALB697463,Milano Demons,2022-11-25,album
ALB510023,Solo,2018-03-26,album
ALB594882,Dolce vita,2021-06-11,album
ALB475094,Non sto più in zona,2019-10-03,single
ALB806440,Motta Shiva Ketta Shiva (Original Motion Picture Soundtrack),2017-05-02,album
ALB772444,Dark Love EP,2022-06-24,album
ALB692632,MILANO TESTAROSSA (feat. Guè),2024-07-19,single
ALB696336,Santana Season,2023-06-09,album
ALB135956,Aston Martin (feat. Headie One),2021-12-17,single
ALB477616,Take 1,2020-07-09,single
ALB889014,SANTANA MONEY GANG,2025-04-10,album
ALB671774,Radar,2019-01-18,single
ALB407462,Schiena,2013-01-01,album
ALB163711,Tempo anima,2017-01-27,album
ALB983400,3/2 - EP,2020-03-06,single
ALB576285,Take 3,2021-11-19,single
