album_id,title,release_date,album_type
AL002282,Volevo essere un duro,2025-03-20,album
AL002283,Poesie per gli zarri,2020-04-10,single
AL002284,Fou,2016-12-16,single
AL002285,Hsl,2004-06-10,album
AL002286,Rent förbannat,2012-10-01,album
AL002287,Pesadilla Antes De Navidad (Banda Sonora Original),1993-01-01,compilation
AL002288,Maradona,2013-05-03,single
AL002289,LiL Ape with Friend's Mix Tape,2023-11-04,album
AL002290,Atlantide,2024-11-01,single
AL002291,The North Atlantic Jazz Connection,2012-07-20,album
AL002292,1995,2024-06-21,single
AL002293,Estaba Escrito,2010-04-06,album
AL002294,Morandi,2025-01-31,single
AL002295,No More Baby,2023-01-13,single
AL002296,Oceania (Colonna Sonora Originale),2016-12-16,compilation
AL002297,Sub Zero,2018-02-28,single
AL002298,Tropicana,2018-12-02,single
AL002299,12 Lunas,2025-06-01,album
AL002300,Skonnessi Unplugged 1977-2006,2007-03-13,compilation
AL002301,Moment Of Truth,1998-03-31,album
AL002302,L'albero delle noci,2025-02-12,single
AL002303,Gratta & Vinci,2016-07-13,single
AL002304,Jump,2024-03-29,single
AL002305,Altri Angeli,2024-04-19,single
AL002306,BIANCA (feat. Kid Yugi),2025-01-24,single
AL002307,Romanzo Twitter,2019-12-15,single
AL002308,Volo,2019-02-27,single
AL002309,METALLO E CARNE,2025-05-02,album
AL002310,SWAGTATO,2024-09-20,single
AL002311,El carnevaal de Schignan (De Best version),2024-10-16,single
AL002312,Ladro di Te,2023-09-15,single
AL002313,Nostalgia della luce,2017-10-09,single
AL002314,Poverty's Paradise (25th Anniversary - Remastered),1995,album
AL002315,AstroBoy,2023-07-28,single
AL002316,Zebneda,2023-10-27,single
AL002317,Panda,2024-01-19,single
AL002318,Sex & Aliens,2022-12-21,album
AL002319,ASTRO,2024-10-04,album
AL002320,DJ Fede presenta: Torino Roma andata e ritorno,2017-05-05,album
AL002321,Dream for sunset,2024-12-01,album
AL002322,Roby Esce A Maggio,2024-01-12,single
AL002323,'Más allá de la Luna' (música de la película de Netflix),2020-10-23,compilation
AL002324,Body (Remix) [feat. Capo Plaza & Rondodasosa],2021-05-04,single
AL002325,Madneda,2018-10-12,single
AL002326,Tekila,2019-04-27,single
AL002327,Dentro Alla Scatola (Mondo Marcio Vs Finley),2006-01-01,single
AL002328,Mondo Marcio (2022 Remastered),2004-05-01,album
AL002329,La Freschezza Del Marcio,2016-03-11,album
AL002330,Solo Un Uomo,2006-01-01,album
AL002331,Generazione X,2007-01-01,album
AL002332,UOMO!,2019-03-08,album
AL002333,Cose dell'altro Mondo Marcio (Special Edition),2013-06-25,album
AL002334,My Beautiful Bloody Break Up - Full Circle,2021-04-09,album
AL002335,Adderall Pack,2020-05-22,single
AL002336,Nella Bocca Della Tigre,2014-01-01,album
AL002337,Animale in gabbia,2010-01-29,album
AL002338,In cosa credi,2008-07-11,album
AL002339,Magico (RMX),2023-10-31,single
AL002340,OH GOD,2019-11-22,single
AL002341,CREDO,2025-04-25,album
AL002342,What Do You Think About the Car?,2017-04-13,album
AL002343,Città del Fumo PT.2 (feat. Vale Pain),2024-10-18,single
AL002344,Che Aria Tira (Album),2013-03-26,album
AL002345,Magico,2022-10-07,album
AL002346,Kerosene (feat. Tokyo),2024-11-29,single
AL002347,Fuori di qua! (2022 Remastered),2004-11-01,album
AL002348,Il mondo nuovo,2005,album
AL002349,Gotham,2015-07-14,single
AL002350,VETRI NERI,2023-05-19,single
AL002351,"Latin Passion 1: Cumbias, Merengues y Paseitos",2014-10-28,compilation
AL002352,Marracash - 10 Anni Dopo (Inediti e Rarità),2018-06-22,album
AL002353,Musica da Serial Killer,2011-01-25,album
AL002354,My Time,2024-02-16,single
AL002355,3OK,2024-08-16,album
AL002356,Chimera,2024-02-16,single
AL002357,Pronta Consegna,2024-07-12,single
AL002358,GIFTED,2023-11-10,album
AL002359,Verso Libertalia,2021-05-28,album
AL002360,Cieli Paralleli,2022-05-20,single
AL002361,Leviatano,2025-01-10,single
AL002362,MURAGLIA,2021-02-07,album
AL002363,Uebe,2019-09-13,album
AL002364,Hanglover,2017-09-15,album
AL002365,Lettera al Successo,2014-06-10,album
AL002366,BoyFred,2015-10-02,album
AL002367,Unico,2021-07-02,album
AL002368,MMH (feat. Rose Villain),2024-10-18,single
AL002369,Cd Dos Meninos,2019-05-21,album
AL002370,BARRIO LAMBADA,2025-05-23,single
AL002371,IL CIELO NON CI VUOLE,2024-02-07,single
AL002372,Extasi,2022-06-17,single
AL002373,NOTTE CATTIVA,2024-06-07,single
AL002374,ROMANCE,2022-04-01,single
AL002375,PASSIONE,2024-07-19,single
AL002376,MELODIA CRIMINAL,2023-07-07,single
AL002377,Adrenalina,2023-03-31,single
AL002378,Tik Tok trends 2024,2024-08-03,compilation
AL002379,Maliciosa (From the Netflix Rap Show “Nuova Scena”),2024-02-27,single
AL002380,DI CAPRIO (feat. Niky Savage),2024-09-13,single
AL002381,Sig. Brainwash - L'arte di accontentare,2013-03-05,album
AL002382,SEXY SHOP,2024-05-31,single
AL002383,Che cazzo ridi (feat. Tedua & Trippie Redd),2019-01-04,single
AL002384,Paranoia Airlines,2019-01-25,album
AL002385,DISUMANO,2021-11-26,album
AL002386,ALLUCINAZIONE COLLETTIVA,2024-09-21,single
AL002387,MILLE – feat. Orietta Berti,2021-06-11,single
AL002388,PROBLEMI CON TUTTI (GIUDA),2020-05-15,single
AL002389,BIMBI PER STRADA (CHILDREN),2020-06-11,single
AL002390,LA DOLCE VITA,2022-06-03,single
AL002391,Penisola che non c'è,2013-06-18,album
AL002392,MEGLIO DEL CINEMA,2021-09-24,single
AL002393,Pop-Hoolista Cosodipinto Edition,2015-10-09,album
AL002394,BELLA STRONZA,2025-02-15,single
AL002395,DISCO PARADISE,2023-05-25,single
AL002396,Diecimila lire,2016-03-15,album
AL002397,Il mio primo disco da venduto,2013-06-18,album
AL002398,VIOLA – with Salmo,2022-10-14,single
AL002399,Copia Copia Copia,2024-12-13,single
AL002400,ROSALÍA,2024-05-29,single
AL002401,CRISI DI STATO,2022-12-09,single
AL002402,Sig. Brainwash - L'arte di accontentare Diamond Edition,2013-11-25,album
AL002403,Non cantiamo mika,2015-06-01,album
AL002404,Carte Blanche,2019-07-25,album
AL002405,Cattive Compagnie,2019-12-24,album
AL002406,Lucio Dalla,1979,album
AL002407,Walkin' Bank Roll,2007-10-30,album
AL002408,The Real,2021-05-25,album
AL002409,Vangelo II Luka,2021-01-14,album
AL002410,Hot Fuss,2004,album
AL002411,Punk,2018-11-30,album
AL002412,Esse Erre (SR),2021-06-10,single
AL002413,"Status (Inediti, Rarità & Live)",2016-01-22,album
AL002414,King Del Rap,2011-01-01,album
AL002415,Roccia Music 2,2011-10-01,album
AL002416,Fino A Qui Tutto Bene,2010-01-01,album
AL002417,"NOI, LORO, GLI ALTRI (Deluxe)",2022-12-09,album
AL002418,LA BANALITÀ DEL MALE (End credit song “Qui non è Hollywood”),2024-11-06,single
AL002419,La Tipa Del Tipo,2013-01-01,single
AL002420,Monument,2018-12-07,album
AL002421,Che Ne Sanno I 2000 (feat. Danti),2016-07-01,single
